code,title,points_r2_2021,points_r2_2021_info,points_r2_2020,points_r2_2020_info,points_r2_2019,points_r2_2019_info
TR479,History of Art and Architecture/Philosophy,,,,,,
TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",,,,,,
TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",,,,,,
TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",,,,,,
TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",,,,,,
TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",,,,,,
TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",,,,,,
TR597,Mathematics/Modern Language,,,,,,
TR598,Mathematics/Music,,,,,,
TR599,Mathematics/Philosophy,,,,,,
TR629,Music/Philosophy,,,,,,
TR635,Music/Drama Studies,,,,Test/Portfolio,,
TR636,Music/Modern Language,,,,,,
TR638,Music/Religion,,,,,,
TR639,Philosophy/Modern Language,,,,,,
TR662,Philosophy/Sociology,,,,,,
TR663,Religion/Classical Civilisation,,,,,,
TR664,Religion/English Literature,,,,,,
TR665,Religion/History of Art and Architecture,,,,,,
TR666,Religion/Modern Language,,,,,,
TR667,French/Modern Language,,,,,,
TR668,German/Modern Language,,,,,,
TR669,Irish/Modern Language,,,,,,
TR670,Italian/Modern Language,,,,,,
TR671,Russian/Modern Language,,,,,,
TR672,Spanish/Modern Language,,,,,,
TR755,Sociology/Drama Studies,,,,Test/Portfolio,,
TR756,Sociology/Modern Language,,,495.0,,,
TR911,Children`s and General Nursing (Integrated),,Randomly Selected,510.0,,487.0,Randomly Selected
TR913,Midwifery,,,477.0,,462.0,
TU801,Sustainable Energy Engineering,,,,,,
TU802,Electrical Services and Energy Management,,,300.0,,,
TU803,Electronic Engineering,,,243.0,,,
TU804,Engineering (Common Entry with Award options),,,,,,
TU805,Engineering (General Entry),465.0,,,,,
TU806,Sustainable Energy Engineering,,,,,,
TU807,Computer Engineering in Mobile Systems,,,,,,
TU808,Engineering Software,,,260.0,,,
TU809,Mechanical Engineering,,,,,,
TU810,Mechatronic Engineering,,,,,,
TU811,Product Design,434.0,,,,,
TU812,Design Technology and Innovation,,,,,,
TU813,Automation Engineering,,,218.0,,,
TU814,Sustainable Transport Management,253.0,,251.0,,,
TU828,Mechanical Engineering (General Entry),,,,,,
TU829,Electronic Engineering (General Entry),248.0,,,,,
TU831,Architectural Technology,,,,,,
TU832,Architecture (Suitability Test and Interview),638.0,Test/Portfolio,,,,
TU833,Construction Management,,,,,,
TU834,Geographic Science,,,,,,
TU835,Planning and Environmental Management,,,,,,
TU836,Property Economics (Valuation Surveying),,,,,,
TU837,Quantity Surveying and Construction Economics,,,,,,
TU838,Sustainable Timber Technology,271.0,,,,,
TU851,Analytical Chemistry (Environmental  Forensic and,,,,,,
TU852,Chemical Sciences with Medicinal Chemistry,,,,,,
TU854,Science (General Entry),,,,,,
TU855,Science with Nanotechnology,,,319.0,,,
TU856,Computer Science,,,,,,
TU857,Computer Science (Infrastructure),,,,,,
TU858,Computer Science (International),,,,,,
TU859,Computing,,,234.0,,,
TU860,Computing (Information Technology),,,,,,
TU861,Computing with Language (French/German/Spanish),235.0,,308.0,,,
TU862,Computing with Artificial Intelligence Machine Lea,,,226.0,,,
TU863,Digital Forensics and Cyber Security,,,,,,
TU864,DNA and Forensic Analysis,441.0,,390.0,,,
TU865,Cloud Computing,,,,,,
TU866,Biomedical and Molecular Diagnostics,,,,,,
TU867,Biomedical Science,566.0,,,,,
TU868,Clinical Measurement Science,,,,,,
TU869,Environmental Health,,,,,,
TU870,Human Nutrition and Dietetics,,Randomly Selected,,,,
TU871,Optometry,,,,,,
TU872,Public Health Nutrition,,,,,,
TU873,Industrial Mathematics,,,250.0,,,
TU874,Mathematical Sciences,294.0,,,,,
TU875,Pharmaceutical Healthcare,,,,,,
TU876,Pharmaceutical Science,,,349.0,,,
TU877,Physics Technology,314.0,,,,,
TU878,Physics with Energy and Environment,,,337.0,,,
TU879,Physics with Medical Physics and Bioengineering,,,,,,
TU880,Physics with Data Science,,,,,,
TU881,Food Innovation,,,,,,
TU882,Nutraceuticals in Health and Nutrition,,,,,,
TU901,Business,,,,,,
TU902,Business (options),,,,,,
TU903,Business and Management,,,,,,
TU904,Business and Law,,,,,,
TU905,Economics and Finance,,,,,,
TU906,Human Resource Management,377.0,,,,,
TU907,Logistics and Supply Chain Management,,,,,,
TU908,Management,,,253.0,,,
TU909,Accounting and Finance,,,,,,
TU910,Accounting,,,,,,
TU911,Accounting and Finance,,,192.0,,,
TU912,Business Analytics,311.0,,,,,
TU913,Business and Information Technology,,,,,,
TU914,Business Computing,,,,,,
TU915,International Business,,,,,,
TU916,International Business,,,235.0,,,
TU917,Law (LLB ) with a Language,,,,,,
TU918,Law (LLB),,,,,,
TU919,Advertising and Marketing Communications,,,226.0,,,
TU920,Digital Marketing,,,,,,
TU921,Digital Marketing Technologies,,,212.0,,,
TU922,Marketing,,,,,,
TU923,Marketing Management,,,276.0,,,
TU924,E-Commerce in Retailing,,,,,,
TU925,Retail and Services Management,,,,,,
TU932,Business (options),,,,,,
TU933,Accounting and Finance (campus options),,,,,,
TU935,Sports Management and Coaching,,,,,,
TU936,Sports Science and Health,,,391.0,,,
TU941,Botanical Cuisine,,,,,,
TU942,Culinary Arts,,,212.0,,,
TU943,Culinary Entrepreneurship,,,,,,
TU944,Culinary Science,,,,,,
TU951,International Hospitality and Tourism Management,,,184.0,,,
TU952,International Hospitality Management,,,,,,
TU953,Tourism and Digital Marketing,,,,,,
TU954,Event Management,,,,,,
TU955,Sports and Leisure Management,,,317.0,,,
TU961,Commercial Modern Music (BIMM - assessment/auditio,536.0,Test/Portfolio,608.0,,,
TU962,Drama (Performance  audition),,Test/Portfolio,,,,
TU963,Music (audition),,Test/Portfolio,,,,
TU965,International Business and Languages,,,346.0,,,
TU966,Languages and English Studies,,,,,,
TU967,Languages and International Tourism,,,,,,
TU971,Contemporary Visual Culture,,,,,,
TU972,Creative and Cultural Industries,,,,,,
TU973,Design - Visual Communication (portfolio),,Test/Portfolio,,,,
TU974,Fine Art (portfolio),,Test/Portfolio,563.0,,,
TU975,Interior Design (portfolio),,Test/Portfolio,,,,
TU976,Photography (portfolio),,Test/Portfolio,,,,
TU978,Creative Industries and Visual Culture,,,,,,
TU981,Creative Digital Media,,,,,,
TU982,Media Production and Digital Arts,,,311.0,,,
TU983,Film and Broadcasting,453.0,,451.0,,,
TU984,Game Design,,,,,,
TU985,Journalism,,,,,,
TU986,Print Media Technology and Management,,,,,,
TU989,Early Childhood Care and Education (campus options,,,,,,
TU991,Applied Social Studies in Social Care,,,,,,
TU992,Community Development and Youth Work,,,,,,
TU993,Early Childhood Care and Education,,,,,,
TU994,Early Childhood Care and Education,,,251.0,,,
TU995,Early Childhood Education,,,,,,
TU996,Social Care,,,,,,
TU997,Applied Social Care,,,283.0,,,
WD001,Applied Computing (options),261.0,,260.0,,358.0,
WD002,Science (options),,,,,377.0,
WD005,Health Sciences (options),,,,,347.0,
WD006,Exercise Sciences (options),,,,,337.0,
WD007,Engineering (options),270.0,,288.0,,382.0,
WD025,Construction Management and Engineering,,,,,327.0,
WD027,Music,,Test/Portfolio,,,317.0,Test/Portfolio
WD048,Business (options),,,,,357.0,
WD084,Accounting,,,,,403.0,
WD091,Hospitality Management,,,,,281.0,
WD116,General Nursing,,,,,430.0,
WD117,Psychiatric Nursing,,,,,382.0,
WD120,Intellectual Disability Nursing,,,,,359.0,
WD134,International Business,,,,,350.0,
WD137,Design (Visual Communications),,,,,373.0,
WD140,Laws,,,,,352.0,
WD144,Architecture,,,,,385.0,
WD147,Pharmaceutical Science,,,,,363.0,
WD148,Tourism Marketing,,,,,338.0,
WD149,Early Childhood Studies,,,,,336.0,
WD150,Criminal Justice Studies,,,,,311.0,
WD152,Visual Art,,,,All Qualified Applicants,323.0,
WD161,Computer Forensics and Security,,,,,401.0,
WD162,Quantity Surveying,,,,,320.0,
WD163,Psychology,,,,,429.0,
WD186,Sports Coaching and Performance,,,,,327.0,
WD187,Social Science,,,,,321.0,
WD191,Agricultural Science,,,,,421.0,
WD192,Social Care Practice,,,,,323.0,
WD193,Marketing and Digital Media,,,,,358.0,
WD194,Culinary Arts,,,,,331.0,
WD195,Architectural and Building Information Modelling T,,,,,305.0,
WD200,Arts (options),201.0,,,All Qualified Applicants,296.0,
WD210,Software Systems Development,,,,,329.0,
WD211,Creative Computing,,,,,322.0,
WD212,Recreation and Sport Management,,,,,311.0,
WD230,Mechanical and Manufacturing Engineering,230.0,,,,348.0,
WD231,Early Childhood Care and Education,,,,,,
WD232,Business Information Systems,261.0,,,,,
